locationNo	zipcode	address	addressDetail
1	6335	서울특별시 강남구 개포동	12~
2	6335	서울특별시 강남구 개포동	12~
3	6334	서울특별시 강남구 개포동	12~
4	6334	서울특별시 강남구 개포동	44897~
5	6335	서울특별시 강남구 개포동	44899~44905
6	6334	서울특별시 강남구 개포동	13~44574
7	6336	서울특별시 강남구 개포동	44605~
8	6336	서울특별시 강남구 개포동	44633~44695
9	6358	서울특별시 강남구 개포동	24473~
10	6358	서울특별시 강남구 개포동	108~
11	6358	서울특별시 강남구 개포동	131~
12	6327	서울특별시 강남구 개포동	138~139
13	6326	서울특별시 강남구 개포동	140~
14	6322	서울특별시 강남구 개포동	141~
15	6324	서울특별시 강남구 개포동	152~156
16	6325	서울특별시 강남구 개포동	157~157-9
17	6325	서울특별시 강남구 개포동	158~
18	6325	서울특별시 강남구 개포동	158-1~161-1
19	6325	서울특별시 강남구 개포동	161-2~
20	6325	서울특별시 강남구 개포동	161-3~
21	6325	서울특별시 강남구 개포동	161-4~
22	6325	서울특별시 강남구 개포동	162~168-11
23	6325	서울특별시 강남구 개포동	169~
24	6325	서울특별시 강남구 개포동	169-1~172-11
25	6324	서울특별시 강남구 개포동	173~
26	6323	서울특별시 강남구 개포동	174~175-3
27	6323	서울특별시 강남구 개포동	175-4~
28	6323	서울특별시 강남구 개포동	176-1~
29	6323	서울특별시 강남구 개포동	176-2~
30	6323	서울특별시 강남구 개포동	177~179
31	6323	서울특별시 강남구 개포동	181~
32	6328	서울특별시 강남구 개포동	182~184
33	6330	서울특별시 강남구 개포동	185~
34	6329	서울특별시 강남구 개포동	186~187
35	6331	서울특별시 강남구 개포동	188~189-3
36	6324	서울특별시 강남구 개포동	195~
37	6358	서울특별시 강남구 개포동	565-3~
38	6358	서울특별시 강남구 개포동	570~
39	6317	서울특별시 강남구 개포동	649~
40	6318	서울특별시 강남구 개포동	650~651-1
41	6319	서울특별시 강남구 개포동	652~
42	6320	서울특별시 강남구 개포동	653~
43	6305	서울특별시 강남구 개포동	654~655-4
44	6310	서울특별시 강남구 개포동	656~656-1
45	6316	서울특별시 강남구 개포동	658~658-1
46	6321	서울특별시 강남구 개포동	660-1~660-10
47	6322	서울특별시 강남구 개포동	660-13~
48	6322	서울특별시 강남구 개포동	660-14~660-22
49	6322	서울특별시 강남구 개포동	660-23~
50	6322	서울특별시 강남구 개포동	660-24~660-30
51	6322	서울특별시 강남구 개포동	660-31~
52	6322	서울특별시 강남구 개포동	660-32~660-33
53	6322	서울특별시 강남구 개포동	660-34~660-35
54	6321	서울특별시 강남구 개포동	660-37~
55	6358	서울특별시 강남구 개포동	971~
56	6357	서울특별시 강남구 개포동	1055~1057-9
57	6313	서울특별시 강남구 개포동	1163~1164-25
58	6313	서울특별시 강남구 개포동	1164-26~
59	6313	서울특별시 강남구 개포동	1164-27~1164-28
60	6315	서울특별시 강남구 개포동	1164-29~1165-17
61	6314	서울특별시 강남구 개포동	1166~1168-11
62	6313	서울특별시 강남구 개포동	1169~1169-11
63	6314	서울특별시 강남구 개포동	1170~1170-9
64	6314	서울특별시 강남구 개포동	1170-10~
65	6314	서울특별시 강남구 개포동	1170-11~1177-5
66	6314	서울특별시 강남구 개포동	1177-6~1177-7
67	6314	서울특별시 강남구 개포동	1177-8~1177-9
68	6315	서울특별시 강남구 개포동	1178~1183-18
69	6314	서울특별시 강남구 개포동	1184~
70	6314	서울특별시 강남구 개포동	1184-1~1189-10
71	6314	서울특별시 강남구 개포동	1189-11~
72	6313	서울특별시 강남구 개포동	1190~1192-7
73	6312	서울특별시 강남구 개포동	1193~1196-8
74	6312	서울특별시 강남구 개포동	1196-9~
75	6312	서울특별시 강남구 개포동	1196-10~1200-10
76	6311	서울특별시 강남구 개포동	1201~1203-6
77	6308	서울특별시 강남구 개포동	1204~
78	6308	서울특별시 강남구 개포동	1204-2~1205
79	6308	서울특별시 강남구 개포동	1205-1~
80	6308	서울특별시 강남구 개포동	1205-2~1206-8
81	6309	서울특별시 강남구 개포동	1207~1211
82	6309	서울특별시 강남구 개포동	1211-1~
83	6309	서울특별시 강남구 개포동	1211-2~1214-9
84	6308	서울특별시 강남구 개포동	1215~1218-30
85	6312	서울특별시 강남구 개포동	1219~1219-2
86	6312	서울특별시 강남구 개포동	1219-3~1219-4
87	6312	서울특별시 강남구 개포동	1219-5~1221-10
88	6312	서울특별시 강남구 개포동	1221-11~
89	6312	서울특별시 강남구 개포동	1221-12~1228-6
90	6307	서울특별시 강남구 개포동	1229~1229-12
91	6307	서울특별시 강남구 개포동	1229-14~
92	6307	서울특별시 강남구 개포동	1229-15~1231-20
93	6307	서울특별시 강남구 개포동	1231-21~
94	6307	서울특별시 강남구 개포동	1231-22~1233-21
95	6307	서울특별시 강남구 개포동	1233-22~
96	6307	서울특별시 강남구 개포동	1233-24~1238-9
97	6303	서울특별시 강남구 개포동	1239~1247-5
98	6306	서울특별시 강남구 개포동	1249~1249-4
99	6303	서울특별시 강남구 개포동	1250~1250-5
100	6303	서울특별시 강남구 개포동	1250-6~1250-7
101	6306	서울특별시 강남구 개포동	1252~1265
102	6306	서울특별시 강남구 개포동	1265-2~
103	6306	서울특별시 강남구 개포동	1265-4~1265-13
104	6304	서울특별시 강남구 개포동	1266~1267
105	6306	서울특별시 강남구 개포동	1268~
106	6311	서울특별시 강남구 개포동	1271~1273
107	6038	서울특별시 강남구 논현동	1~44563
108	6038	서울특별시 강남구 논현동	44564~
109	6038	서울특별시 강남구 논현동	44566~44635
110	6039	서울특별시 강남구 논현동	4~44660
111	6039	서울특별시 강남구 논현동	44661~
112	6039	서울특별시 강남구 논현동	44662~44700
113	6039	서울특별시 강남구 논현동	44701~
114	6040	서울특별시 강남구 논현동	6~44757
115	6040	서울특별시 강남구 논현동	44760~
116	6040	서울특별시 강남구 논현동	44761~10-34
117	6039	서울특별시 강남구 논현동	11~
118	6039	서울특별시 강남구 논현동	44866~44882
119	6039	서울특별시 강남구 논현동	44883~44884
120	6039	서울특별시 강남구 논현동	44885~44903
121	6039	서울특별시 강남구 논현동	44905~
122	6039	서울특별시 강남구 논현동	44906~44913
123	6039	서울특별시 강남구 논현동	13~
124	6039	서울특별시 강남구 논현동	44574~15
125	6039	서울특별시 강남구 논현동	44576~
126	6039	서울특별시 강남구 논현동	44607~44727
127	6039	서울특별시 강남구 논현동	44819~44849
128	6039	서울특별시 강남구 논현동	44880~44910
129	6038	서울특별시 강남구 논현동	16~16-26
130	6038	서울특별시 강남구 논현동	16-27~16-28
131	6038	서울특별시 강남구 논현동	16-30~16-36
132	6038	서울특별시 강남구 논현동	16-38~
133	6038	서울특별시 강남구 논현동	16-39~44790
134	6043	서울특별시 강남구 논현동	18~44616
135	6043	서울특별시 강남구 논현동	44675~
136	6043	서울특별시 강남구 논현동	44736~44889
137	6042	서울특별시 강남구 논현동	25~
138	6042	서울특별시 강남구 논현동	44617~44706
139	6042	서울특별시 강남구 논현동	44737~
140	6042	서울특별시 강남구 논현동	44859~44890
141	6042	서울특별시 강남구 논현동	26~
142	6042	서울특별시 강남구 논현동	27~44862
143	6042	서울특별시 강남구 논현동	44893~
144	6042	서울특별시 강남구 논현동	44923~28-14
145	6042	서울특별시 강남구 논현동	28-15~
146	6042	서울특별시 강남구 논현동	28-16~28-20
147	6042	서울특별시 강남구 논현동	28-21~
148	6042	서울특별시 강남구 논현동	28-23~28-31
149	6041	서울특별시 강남구 논현동	29~
150	6041	서울특별시 강남구 논현동	44590~44680
151	6041	서울특별시 강남구 논현동	44741~
152	6041	서울특별시 강남구 논현동	44771~11994
153	6041	서울특별시 강남구 논현동	12024~
154	6041	서울특별시 강남구 논현동	32-13~
155	6041	서울특별시 강남구 논현동	32-15~32-20
156	6041	서울특별시 강남구 논현동	33~35-21
157	6046	서울특별시 강남구 논현동	36~38-18
158	6045	서울특별시 강남구 논현동	39~14519
159	6045	서울특별시 강남구 논현동	14580~
160	6045	서울특별시 강남구 논현동	39-13~39-21
161	6045	서울특별시 강남구 논현동	39-22~
162	6045	서울특별시 강남구 논현동	39-23~15462
163	6045	서울특별시 강남구 논현동	15493~
164	6045	서울특별시 강남구 논현동	15523~42-15
165	6044	서울특별시 강남구 논현동	43~19360
166	6044	서울특별시 강남구 논현동	19419~
167	6044	서울특별시 강남구 논현동	19450~19756
168	6044	서울특별시 강남구 논현동	19815~
169	6044	서울특별시 강남구 논현동	55~
170	6044	서울특별시 강남구 논현동	20149~
171	6044	서울특별시 강남구 논현동	20180~55-19
172	6045	서울특별시 강남구 논현동	56~57-38
173	6046	서울특별시 강남구 논현동	58~21429
174	6047	서울특별시 강남구 논현동	59~61-19
175	6048	서울특별시 강남구 논현동	62~63-22
176	6049	서울특별시 강남구 논현동	64~64-20
177	6049	서울특별시 강남구 논현동	64-21~
178	6049	서울특별시 강남구 논현동	64-22~23863
179	6049	서울특별시 강남구 논현동	23894~
180	6049	서울특별시 강남구 논현동	23924~24077
181	6049	서울특별시 강남구 논현동	65-13~
182	6049	서울특별시 강남구 논현동	65-14~65-15
183	6049	서울특별시 강남구 논현동	65-16~
184	6049	서울특별시 강남구 논현동	65-17~24473
185	6049	서울특별시 강남구 논현동	24504~
186	6049	서울특별시 강남구 논현동	24532~68-25
187	6050	서울특별시 강남구 논현동	69~25842
188	6050	서울특별시 강남구 논현동	25873~
189	6050	서울특별시 강남구 논현동	25903~25965
190	6049	서울특별시 강남구 논현동	72~26816
191	6049	서울특별시 강남구 논현동	26846~
192	6049	서울특별시 강남구 논현동	26877~73-19
193	6049	서울특별시 강남구 논현동	73-20~
194	6049	서울특별시 강남구 논현동	73-21~73-39
195	6049	서울특별시 강남구 논현동	27030~
196	6049	서울특별시 강남구 논현동	27061~74-24
197	6051	서울특별시 강남구 논현동	74-25~74-27
198	6051	서울특별시 강남구 논현동	74-28~
199	6051	서울특별시 강남구 논현동	74-29~
200	6049	서울특별시 강남구 논현동	74-32~
201	6051	서울특별시 강남구 논현동	75~80-32
202	6052	서울특별시 강남구 논현동	81~81-15
203	6052	서울특별시 강남구 논현동	82~
204	6052	서울특별시 강남구 논현동	29952~82-21
205	6053	서울특별시 강남구 논현동	83~83-20
206	6053	서울특별시 강남구 논현동	83-21~
207	6053	서울특별시 강남구 논현동	83-24~85-18
208	6052	서울특별시 강남구 논현동	86~88-13
209	6053	서울특별시 강남구 논현동	89~33055
210	6053	서울특별시 강남구 논현동	33086~
211	6054	서울특별시 강남구 논현동	91~91-26
212	6054	서울특별시 강남구 논현동	92~
213	6054	서울특별시 강남구 논현동	33604~33695
214	6054	서울특별시 강남구 논현동	33756~
215	6054	서울특별시 강남구 논현동	33786~
216	6055	서울특별시 강남구 논현동	93~94
217	6055	서울특별시 강남구 논현동	34366~
218	6055	서울특별시 강남구 논현동	34425~95-23
219	6054	서울특별시 강남구 논현동	96~96-15
220	6054	서울특별시 강남구 논현동	97~
221	6054	서울특별시 강남구 논현동	35431~97-26
222	6054	서울특별시 강남구 논현동	97-27~
223	6057	서울특별시 강남구 논현동	98~36130
224	6056	서울특별시 강남구 논현동	99~101-16
225	6056	서울특별시 강남구 논현동	101-17~
226	6056	서울특별시 강남구 논현동	101-18~102-7
227	6056	서울특별시 강남구 논현동	102-8~
228	6056	서울특별시 강남구 논현동	102-9~
229	6056	서울특별시 강남구 논현동	102-10~
230	6056	서울특별시 강남구 논현동	102-11~103-9
231	6056	서울특별시 강남구 논현동	103-10~
232	6056	서울특별시 강남구 논현동	103-11~104-19
233	6056	서울특별시 강남구 논현동	104-22~
234	6056	서울특별시 강남구 논현동	104-23~104-37
235	6057	서울특별시 강남구 논현동	105~105-7
236	6058	서울특별시 강남구 논현동	106~107-21
237	6058	서울특별시 강남구 논현동	107-22~
238	6058	서울특별시 강남구 논현동	107-23~107-49
239	6058	서울특별시 강남구 논현동	107-50~
240	6059	서울특별시 강남구 논현동	108~108-7
241	6059	서울특별시 강남구 논현동	108-8~
242	6059	서울특별시 강남구 논현동	108-10~110-21
243	6059	서울특별시 강남구 논현동	110-22~
244	6059	서울특별시 강남구 논현동	110-23~112-17
245	6059	서울특별시 강남구 논현동	112-19~112-21
246	6059	서울특별시 강남구 논현동	113~113-3
247	6059	서울특별시 강남구 논현동	113-4~
248	6059	서울특별시 강남구 논현동	113-6~113-26
249	6058	서울특별시 강남구 논현동	114~114-29
250	6061	서울특별시 강남구 논현동	115~115-11
251	6061	서울특별시 강남구 논현동	115-13~
252	6061	서울특별시 강남구 논현동	115-14~116-11
253	6060	서울특별시 강남구 논현동	117~118-18
254	6060	서울특별시 강남구 논현동	118-20~
255	6060	서울특별시 강남구 논현동	118-21~
256	6060	서울특별시 강남구 논현동	119~
257	6060	서울특별시 강남구 논현동	119-2~
258	6110	서울특별시 강남구 논현동	120~122-5
259	6110	서울특별시 강남구 논현동	122-8~
260	6110	서울특별시 강남구 논현동	122-10~122-23
261	6110	서울특별시 강남구 논현동	122-24~
262	6110	서울특별시 강남구 논현동	122-25~
263	6111	서울특별시 강남구 논현동	123~126-15
264	6112	서울특별시 강남구 논현동	127-1~130-19
265	6112	서울특별시 강남구 논현동	130-20~
266	6112	서울특별시 강남구 논현동	130-21~131-28
267	6112	서울특별시 강남구 논현동	131-29~
268	6112	서울특별시 강남구 논현동	131-30~132-28
269	6115	서울특별시 강남구 논현동	133~133-32
270	6113	서울특별시 강남구 논현동	134~134-5
271	6113	서울특별시 강남구 논현동	134-6~
272	6113	서울특별시 강남구 논현동	134-7~134-9
273	6113	서울특별시 강남구 논현동	134-10~
274	6113	서울특별시 강남구 논현동	134-11~135-15
275	6113	서울특별시 강남구 논현동	135-16~
276	6113	서울특별시 강남구 논현동	135-17~139-34
277	6114	서울특별시 강남구 논현동	140~140-28
278	6110	서울특별시 강남구 논현동	141~141-17
279	6110	서울특별시 강남구 논현동	142~
280	6110	서울특별시 강남구 논현동	142-1~142-9
281	6114	서울특별시 강남구 논현동	143~143-5
282	6114	서울특별시 강남구 논현동	143-6~
283	6114	서울특별시 강남구 논현동	143-9~145-3
284	6114	서울특별시 강남구 논현동	145-4~
285	6114	서울특별시 강남구 논현동	145-5~145-16
286	6114	서울특별시 강남구 논현동	145-17~146
287	6114	서울특별시 강남구 논현동	146-2~146-4
288	6114	서울특별시 강남구 논현동	146-5~
289	6114	서울특별시 강남구 논현동	146-6~146-16
290	6113	서울특별시 강남구 논현동	147~148-22
291	6115	서울특별시 강남구 논현동	149~149-14
292	6115	서울특별시 강남구 논현동	149-15~
293	6115	서울특별시 강남구 논현동	149-16~149-17
294	6115	서울특별시 강남구 논현동	149-18~149-19
295	6115	서울특별시 강남구 논현동	149-20~149-31
296	6115	서울특별시 강남구 논현동	149-32~
297	6115	서울특별시 강남구 논현동	149-33~150-16
298	6116	서울특별시 강남구 논현동	151~155-20
299	6115	서울특별시 강남구 논현동	156~158-36
300	6114	서울특별시 강남구 논현동	159~160-1
301	6114	서울특별시 강남구 논현동	160-2~
302	6114	서울특별시 강남구 논현동	160-3~161
303	6114	서울특별시 강남구 논현동	161-2~
304	6114	서울특별시 강남구 논현동	161-4~164-16
305	6119	서울특별시 강남구 논현동	165~
306	6119	서울특별시 강남구 논현동	165-1~
307	6119	서울특별시 강남구 논현동	165-3~165-10
308	6119	서울특별시 강남구 논현동	165-11~
309	6119	서울특별시 강남구 논현동	165-13~166-11
310	6119	서울특별시 강남구 논현동	166-12~
311	6119	서울특별시 강남구 논현동	166-13~168
312	6115	서울특별시 강남구 논현동	169~169-5
313	6115	서울특별시 강남구 논현동	169-7~
314	6115	서울특별시 강남구 논현동	169-8~169-9
315	6118	서울특별시 강남구 논현동	170~170-13
316	6118	서울특별시 강남구 논현동	170-14~
317	6118	서울특별시 강남구 논현동	170-16~170-20
318	6118	서울특별시 강남구 논현동	170-22~
319	6118	서울특별시 강남구 논현동	170-23~170-29
320	6116	서울특별시 강남구 논현동	171~171-6
321	6116	서울특별시 강남구 논현동	171-7~
322	6116	서울특별시 강남구 논현동	171-8~173-2
323	6116	서울특별시 강남구 논현동	173-3~
324	6116	서울특별시 강남구 논현동	173-4~173-27
325	6117	서울특별시 강남구 논현동	174~175-13
326	6117	서울특별시 강남구 논현동	175-15~
327	6117	서울특별시 강남구 논현동	175-16~175-29
328	6117	서울특별시 강남구 논현동	175-30~
329	6117	서울특별시 강남구 논현동	175-31~178-10
330	6117	서울특별시 강남구 논현동	178-11~
331	6117	서울특별시 강남구 논현동	178-12~178-17
332	6118	서울특별시 강남구 논현동	179~180-19
333	6119	서울특별시 강남구 논현동	181~182-5
334	6119	서울특별시 강남구 논현동	182-6~
335	6119	서울특별시 강남구 논현동	182-7~182-31
336	6120	서울특별시 강남구 논현동	183~185-9
337	6120	서울특별시 강남구 논현동	185-10~
338	6120	서울특별시 강남구 논현동	185-11~186-10
339	6121	서울특별시 강남구 논현동	187~187-17
340	6121	서울특별시 강남구 논현동	187-18~
341	6121	서울특별시 강남구 논현동	187-20~187-23
342	6118	서울특별시 강남구 논현동	188~188-2
343	6118	서울특별시 강남구 논현동	188-3~
344	6118	서울특별시 강남구 논현동	188-5~
345	6118	서울특별시 강남구 논현동	188-6~
346	6118	서울특별시 강남구 논현동	188-8~188-21
347	6118	서울특별시 강남구 논현동	188-22~188-23
348	6122	서울특별시 강남구 논현동	189~191-13
349	6122	서울특별시 강남구 논현동	191-14~
350	6122	서울특별시 강남구 논현동	191-15~192-23
351	6122	서울특별시 강남구 논현동	193~
352	6122	서울특별시 강남구 논현동	193-1~193-4
353	6122	서울특별시 강남구 논현동	193-5~
354	6122	서울특별시 강남구 논현동	193-6~193-28
355	6122	서울특별시 강남구 논현동	193-29~
356	6122	서울특별시 강남구 논현동	193-30~194-23
357	6121	서울특별시 강남구 논현동	195~196-17
358	6120	서울특별시 강남구 논현동	197~
359	6120	서울특별시 강남구 논현동	197-1~197-2
360	6120	서울특별시 강남구 논현동	197-3~
361	6120	서울특별시 강남구 논현동	197-7~197-8
362	6120	서울특별시 강남구 논현동	197-9~
363	6120	서울특별시 강남구 논현동	197-13~197-16
364	6120	서울특별시 강남구 논현동	197-17~
365	6120	서울특별시 강남구 논현동	197-18~198-15
366	6120	서울특별시 강남구 논현동	198-17~
367	6120	서울특별시 강남구 논현동	198-18~201-2
368	6120	서울특별시 강남구 논현동	201-4~
369	6120	서울특별시 강남구 논현동	201-5~202-19
370	6121	서울특별시 강남구 논현동	203~203-1
371	6121	서울특별시 강남구 논현동	204~204-6
372	6122	서울특별시 강남구 논현동	205~206
373	6122	서울특별시 강남구 논현동	206-1~
374	6122	서울특별시 강남구 논현동	206-3~206-20
375	6104	서울특별시 강남구 논현동	207~208-9
376	6104	서울특별시 강남구 논현동	208-13~
377	6104	서울특별시 강남구 논현동	209~209-6
378	6104	서울특별시 강남구 논현동	209-8~
379	6104	서울특별시 강남구 논현동	209-9~210-3
380	6105	서울특별시 강남구 논현동	211~212-7
381	6105	서울특별시 강남구 논현동	212-10~
382	6105	서울특별시 강남구 논현동	212-11~213-32
383	6105	서울특별시 강남구 논현동	213-35~
384	6105	서울특별시 강남구 논현동	213-36~214-11
385	6105	서울특별시 강남구 논현동	214-12~
386	6105	서울특별시 강남구 논현동	214-13~215-17
387	6106	서울특별시 강남구 논현동	216~217-30
388	6106	서울특별시 강남구 논현동	217-32~
389	6106	서울특별시 강남구 논현동	217-33~219-9
390	6106	서울특별시 강남구 논현동	219-10~
391	6106	서울특별시 강남구 논현동	219-11~220-18
392	6106	서울특별시 강남구 논현동	220-19~
393	6106	서울특별시 강남구 논현동	220-20~
394	6107	서울특별시 강남구 논현동	221~221-6
395	6107	서울특별시 강남구 논현동	221-7~
396	6107	서울특별시 강남구 논현동	221-13~223-18
397	6107	서울특별시 강남구 논현동	224~
398	6107	서울특별시 강남구 논현동	224-1~224-13
399	6107	서울특별시 강남구 논현동	224-14~
400	6107	서울특별시 강남구 논현동	224-15~225-2
401	6107	서울특별시 강남구 논현동	225-3~
402	6107	서울특별시 강남구 논현동	225-5~226
403	6107	서울특별시 강남구 논현동	226-1~
404	6107	서울특별시 강남구 논현동	226-2~227-9
405	6108	서울특별시 강남구 논현동	228~230-15
406	6108	서울특별시 강남구 논현동	230-16~
407	6108	서울특별시 강남구 논현동	230-18~231-15
408	6109	서울특별시 강남구 논현동	232~234-3
409	6109	서울특별시 강남구 논현동	234-4~
410	6109	서울특별시 강남구 논현동	234-5~234-14
411	6109	서울특별시 강남구 논현동	234-15~
412	6109	서울특별시 강남구 논현동	234-18~234-24
413	6109	서울특별시 강남구 논현동	234-25~
414	6109	서울특별시 강남구 논현동	234-26~235-10
415	6109	서울특별시 강남구 논현동	235-11~235-13
416	6109	서울특별시 강남구 논현동	235-14~237-12
417	6098	서울특별시 강남구 논현동	238~239-12
418	6099	서울특별시 강남구 논현동	240~243-4
419	6099	서울특별시 강남구 논현동	243-5~243-6
420	6099	서울특별시 강남구 논현동	243-7~244-4
421	6099	서울특별시 강남구 논현동	244-5~
422	6099	서울특별시 강남구 논현동	244-6~244-16
423	6099	서울특별시 강남구 논현동	244-17~
424	6099	서울특별시 강남구 논현동	244-18~244-20
425	6098	서울특별시 강남구 논현동	245~247-5
426	6098	서울특별시 강남구 논현동	247-7~
427	6098	서울특별시 강남구 논현동	247-9~248-7
428	6101	서울특별시 강남구 논현동	249~251-5
429	6101	서울특별시 강남구 논현동	251-6~
430	6101	서울특별시 강남구 논현동	251-7~252-1
431	6100	서울특별시 강남구 논현동	253~255-11
432	6100	서울특별시 강남구 논현동	255-12~
433	6100	서울특별시 강남구 논현동	255-13~255-16
434	6100	서울특별시 강남구 논현동	255-17~
435	6100	서울특별시 강남구 논현동	255-18~255-23
436	6101	서울특별시 강남구 논현동	256~256-6
437	6100	서울특별시 강남구 논현동	256-8~256-14
438	6101	서울특별시 강남구 논현동	257~259-13
439	6101	서울특별시 강남구 논현동	259-14~
440	6101	서울특별시 강남구 논현동	259-15~259-17
441	6101	서울특별시 강남구 논현동	260~260-13
442	6101	서울특별시 강남구 논현동	261~263-28
443	6100	서울특별시 강남구 논현동	264~264-1
444	6100	서울특별시 강남구 논현동	264-2~
445	6100	서울특별시 강남구 논현동	264-3~265-9
446	6100	서울특별시 강남구 논현동	265-10~
447	6100	서울특별시 강남구 논현동	265-11~266
448	6100	서울특별시 강남구 논현동	266-1~
449	6100	서울특별시 강남구 논현동	266-2~266-14
450	6100	서울특별시 강남구 논현동	266-15~
451	6100	서울특별시 강남구 논현동	266-17~267-5
452	6100	서울특별시 강남구 논현동	267-7~
453	6100	서울특별시 강남구 논현동	267-9~267-27
454	6103	서울특별시 강남구 논현동	268~270-5
455	6103	서울특별시 강남구 논현동	270-6~
456	6103	서울특별시 강남구 논현동	270-7~270-15
457	6103	서울특별시 강남구 논현동	270-16~
458	6103	서울특별시 강남구 논현동	270-17~271-8
459	6103	서울특별시 강남구 논현동	271-9~
460	6103	서울특별시 강남구 논현동	271-10~271-22
461	6103	서울특별시 강남구 논현동	271-23~
462	6103	서울특별시 강남구 논현동	272~272-13
463	6103	서울특별시 강남구 논현동	272-14~
464	6103	서울특별시 강남구 논현동	272-15~272-33
465	6102	서울특별시 강남구 논현동	273~276
466	6103	서울특별시 강남구 논현동	277~278-12
467	6103	서울특별시 강남구 논현동	278-13~
468	6103	서울특별시 강남구 논현동	278-14~278-19
469	6103	서울특별시 강남구 논현동	278-22~
470	6110	서울특별시 강남구 논현동	279-67~
471	6112	서울특별시 강남구 논현동	279-67~
472	6109	서울특별시 강남구 논현동	279-165~
473	6332	서울특별시 강남구 대치동	2~
474	6332	서울특별시 강남구 대치동	44599~
475	6332	서울특별시 강남구 대치동	44623~27-18
476	6286	서울특별시 강남구 대치동	18476~22859
477	6285	서울특별시 강남구 대치동	63~65
478	6286	서울특별시 강남구 대치동	66~24198
479	6177	서울특별시 강남구 대치동	78-24~
480	6280	서울특별시 강남구 대치동	210~
481	6284	서울특별시 강남구 대치동	316~
482	6291	서울특별시 강남구 대치동	317-3~
483	6280	서울특별시 강남구 대치동	447~448
484	6289	서울특별시 강남구 대치동	500~
485	6289	서울특별시 강남구 대치동	502~
486	6289	서울특별시 강남구 대치동	503~
487	6291	서울특별시 강남구 대치동	505~507-2
488	6288	서울특별시 강남구 대치동	509~510
489	6288	서울특별시 강남구 대치동	511~
490	6287	서울특별시 강남구 대치동	514~514-3
491	6280	서울특별시 강남구 대치동	599~611
492	6280	서울특별시 강남구 대치동	612~
493	6280	서울특별시 강남구 대치동	623~629
494	6280	서울특별시 강남구 대치동	629-1~633-14
495	6280	서울특별시 강남구 대치동	633-16~653
496	6281	서울특별시 강남구 대치동	670~670
497	6278	서울특별시 강남구 대치동	888~888-1
498	6192	서울특별시 강남구 대치동	889-5~889-75
499	6193	서울특별시 강남구 대치동	890~890-62
500	6194	서울특별시 강남구 대치동	891~891-44
501	6194	서울특별시 강남구 대치동	891-46~
502	6194	서울특별시 강남구 대치동	891-47~892
503	6195	서울특별시 강남구 대치동	893~893-7
504	6196	서울특별시 강남구 대치동	894-1~895-6
505	6196	서울특별시 강남구 대치동	895-7~
506	6196	서울특별시 강남구 대치동	895-8~895-13
507	6197	서울특별시 강남구 대치동	896~896-52
508	6198	서울특별시 강남구 대치동	897~898-6
509	6198	서울특별시 강남구 대치동	898-7~
510	6198	서울특별시 강남구 대치동	898-8~898-32
511	6198	서울특별시 강남구 대치동	898-33~
512	6198	서울특별시 강남구 대치동	899~899-35
513	6197	서울특별시 강남구 대치동	900~900-67
514	6196	서울특별시 강남구 대치동	901~901-15
515	6196	서울특별시 강남구 대치동	901-16~
516	6196	서울특별시 강남구 대치동	901-17~901-78
517	6195	서울특별시 강남구 대치동	902~903-35
518	6196	서울특별시 강남구 대치동	904~905-30
519	6197	서울특별시 강남구 대치동	906~906-23
520	6198	서울특별시 강남구 대치동	907~907-16
521	6199	서울특별시 강남구 대치동	908~908-23
522	6200	서울특별시 강남구 대치동	909~910-16
523	6201	서울특별시 강남구 대치동	911~911-36
524	6202	서울특별시 강남구 대치동	912~913-14
525	6202	서울특별시 강남구 대치동	913-15~
526	6202	서울특별시 강남구 대치동	913-16~914-15
527	6202	서울특별시 강남구 대치동	914-16~
528	6202	서울특별시 강남구 대치동	914-17~915-23
529	6201	서울특별시 강남구 대치동	916~916-13
530	6201	서울특별시 강남구 대치동	916-14~
531	6201	서울특별시 강남구 대치동	916-15~916-16
532	6201	서울특별시 강남구 대치동	916-17~
533	6201	서울특별시 강남구 대치동	916-18~916-38
534	6201	서울특별시 강남구 대치동	916-39~
535	6201	서울특별시 강남구 대치동	916-40~916-77
536	6201	서울특별시 강남구 대치동	916-78~916-79
537	6201	서울특별시 강남구 대치동	916-80~916-84
538	6200	서울특별시 강남구 대치동	917~917-29
539	6200	서울특별시 강남구 대치동	917-30~
540	6200	서울특별시 강남구 대치동	917-31~919-25
541	6200	서울특별시 강남구 대치동	919-26~
542	6200	서울특별시 강남구 대치동	919-27~919-35
543	6199	서울특별시 강남구 대치동	920~920-30
544	6199	서울특별시 강남구 대치동	920-31~
545	6199	서울특별시 강남구 대치동	920-32~921-18
546	6199	서울특별시 강남구 대치동	921-19~
547	6205	서울특별시 강남구 대치동	922~922-3
548	6205	서울특별시 강남구 대치동	922-4~922-5
549	6205	서울특별시 강남구 대치동	922-6~923-11
550	6205	서울특별시 강남구 대치동	923-12~
551	6205	서울특별시 강남구 대치동	923-13~923-28
552	6205	서울특별시 강남구 대치동	923-29~
553	6205	서울특별시 강남구 대치동	923-30~923-33
554	6205	서울특별시 강남구 대치동	923-34~
555	6205	서울특별시 강남구 대치동	923-35~924-10
556	6204	서울특별시 강남구 대치동	925~928-28
557	6203	서울특별시 강남구 대치동	929~929-10
558	6203	서울특별시 강남구 대치동	929-11~
559	6203	서울특별시 강남구 대치동	929-12~931-26
